part_number, part_name, qty, threshold_qty, dependencies, verified_date, alt_part_nums, search_parms, notes
90630A115, "High-Strength Steel Nylon-Insert Locknut,  Grade 8, 0, None, None, None, 90630A115 "High-Strength Steel Nylon-Insert Locknut , 
Trade No. T5-400-10", 0, 0, 0, None, None, None, Trade No. T5-400-10" 0 , 
91831A002, "18-8 Stainless Steel Nylon-Insert Locknut,  2-56 Thread Size", 0, None, None, None, 91831A002 "18-8 Stainless Steel Nylon-Insert Locknut , 
90298A630, "18-8 Stainless Steel Shoulder Screw,  3/8"" Shoulder Diameter, 0, None, None, None, 90298A630 "18-8 Stainless Steel Shoulder Screw , 
2342K163, "Permanently Lubricated Ball Bearing,  Open, 0, None, None, None, 2342K163 "Permanently Lubricated Ball Bearing , 
2342K164, "Permanently Lubricated Ball Bearing,  Open, 0, None, None, None, 2342K164 "Permanently Lubricated Ball Bearing , 
6435K12, "Clamping Shaft Collar for 1/4"" Diameter,  Black-Oxide 1215 Carbon Steel", 0, None, None, None, 6435K12 "Clamping Shaft Collar for 1/4"" Diameter , 
90044A118, "Black-Oxide Alloy Steel Socket Head Screw,  10-32 Thread Size, 0, None, None, None, 90044A118 "Black-Oxide Alloy Steel Socket Head Screw , 
21, , 0, 0, None, None, None, 21  , 
91831A411, "18-8 Stainless Steel Nylon-Insert Locknut,  10-32 Thread Size, 0, None, None, None, 91831A411 "18-8 Stainless Steel Nylon-Insert Locknut , 
100, , 0, 0, None, None, None, 100  , 
92196A179, "18-8 Stainless Steel Socket Head Screw,  8-32 Thread Size, 0, None, None, None, 92196A179 "18-8 Stainless Steel Socket Head Screw , 
90044A119, "Black-Oxide Alloy Steel Socket Head Screw,  10-32 Thread Size, 0, None, None, None, 90044A119 "Black-Oxide Alloy Steel Socket Head Screw , 
92949A837, "18-8 Stainless Steel Button Head Hex Drive Screw,  1/4""-20 Thread Size, 0, None, None, None, 92949A837 "18-8 Stainless Steel Button Head Hex Drive Screw , 
91831A009, "18-8 Stainless Steel Nylon-Insert Locknut,  8-32 Thread Size", 0, None, None, None, 91831A009 "18-8 Stainless Steel Nylon-Insert Locknut , 
91251A079, "Black-Oxide Alloy Steel Socket Head Screw,  2-56 Thread Size, 0, None, None, None, 91251A079 "Black-Oxide Alloy Steel Socket Head Screw , 
9271K677, "Torsion Spring,  180 Degree Right-Hand Wound, 0, None, None, None, 9271K677 "Torsion Spring , 
9271K612, "Torsion Spring,  180 Degree Left-Hand Wound, 0, None, None, None, 9271K612 "Torsion Spring , 
276-4858, VEX Bumper Switch, 0, 0, None, None, None, 276-4858 VEX Bumper Switch , 
217-2952, SMC SS5Y3-41-04-N7T 4 Station Base Mount, 0, 0, None, None, None, 217-2952 SMC SS5Y3-41-04-N7T 4 Station Base Mount , 
217-3636, PTO add-on kit. Power take off. WCP, 6, 0, None, None, None, 217-3636 PTO add-on kit. Power take off. WCP , 
217-3635, "Output shaft,  standard WCP", 0, None, None, None, 217-3635 "Output shaft , 
217-5881, 45T x 9mm Wide Timing Belt (GT2 3mm), 1, 0, None, None, None, 217-5881 45T x 9mm Wide Timing Belt (GT2 3mm) , 
1128930, "Screw,  machine pan philip 8-32 x 3  ", 0, None, None, None, 1128930 "Screw , 
2621, Hex Lock nut w/ nylon insert. Size 8-32. Nylock, 56, 0, None, None, None, 2621 Hex Lock nut w/ nylon insert. Size 8-32. Nylock , 
1-THN-8C, Thin nylon insert nuts 8-32, 90, 0, None, None, None, 1-THN-8C Thin nylon insert nuts 8-32 , 
