part_number, part_name, qty, threshold_qty, dependencies, verified_date, alt_part_nums, search_parms, notes
92012A546, "Alloy Steel Precision Shoulder Screw,  1/4"" Shoulder Diameter, 0, None, None, None, 92012A546 "Alloy Steel Precision Shoulder Screw , 
91259A628, "Alloy Steel Shoulder Screw,  3/8"" Shoulder Diameter, 0, None, None, None, 91259A628 "Alloy Steel Shoulder Screw , 
91255A192, "Button Head Hex Drive Screw Black-Oxide Alloy Steel,  8-32 Thread, 0, None, None, None, 91255A192 "Button Head Hex Drive Screw Black-Oxide Alloy Steel , 
10-32 Thread,  3/4"" Long", 97, 0, None, None, None, 10-32 Thread  3/4"" Long" , 
91251A344, "Black-Oxide Alloy Steel Socket Head Screw,  10-32 Thread Size, 0, None, None, None, 91251A344 "Black-Oxide Alloy Steel Socket Head Screw , 
91251A356, "Black-Oxide Alloy Steel Socket Head Screw,  10-32 Thread Size, 0, None, None, None, 91251A356 "Black-Oxide Alloy Steel Socket Head Screw , 
90044A523, 10-32 2 1/4 in screw, 0, 0, None, None, None, 90044A523 10-32 2 1/4 in screw , 
91286A113, "High-Strength Grade 8 Steel Hex Head Screw,  Zinc-Aluminum Coated, 0, None, None, None, 91286A113 "High-Strength Grade 8 Steel Hex Head Screw , 
3/8"" Long", 0, 0, 0, None, None, None, 3/8"" Long" 0 , 
95505A601, "Medium-Strength Steel Hex Nut,  Grade 5, 0, None, None, None, 95505A601 "Medium-Strength Steel Hex Nut , 
91251A345, "Black-Oxide Alloy Steel Socket Head Screw,  10-32 Thread Size, 0, None, None, None, 91251A345 "Black-Oxide Alloy Steel Socket Head Screw , 
2-3/4"" Long,  Partially Threaded", 14, 0, None, None, None, 2-3/4"" Long  Partially Threaded" , 
97526A130, "Domed Head Blind Rivets 1/8"" Diameter,  for 0.188""-0.25"" Material Thickness. 250 pack", 0, None, None, None, 97526A130 "Domed Head Blind Rivets 1/8"" Diameter , 
E18-D80NK, , 0, 0, None, None, None, E18-D80NK  , 
BRG-0001, Swyft Bearing, 0, 0, None, None, None, BRG-0001 Swyft Bearing , 
am-3480, "4in Compliant Wheels 60A Durometer (Black) 1/2"" Hex", 0, 0, None, None, None, am-3480 "4in Compliant Wheels 60A Durometer (Black) 1/2"" Hex" , 
2020-1073-006-100, FLYWHEEL TUBE, 0, 0, None, None, None, 2020-1073-006-100 FLYWHEEL TUBE , 
2020-1073-006-106, WHEEL RETAINING RING, 0, 0, None, None, None, 2020-1073-006-106 WHEEL RETAINING RING , 
93330A463, , 0, 0, None, None, None, 93330A463  , 
91125A044, , 0, 0, None, None, None, 91125A044  , 
R3-ZZ PRX, "R3-ZZ PRX bearing,  miniture ball", 0, None, None, None, R3-ZZ PRX "R3-ZZ PRX bearing , 
R4A-ZZ-PRX, , 0, 0, None, None, None, R4A-ZZ-PRX  , 
474485, R2-ZZ bearing, 8, 0, None, None, None, 474485 R2-ZZ bearing , 
93330A542, , 0, 0, None, None, None, 93330A542  , 
2020-1073-005-001, , 0, 0, None, None, None, 2020-1073-005-001  , 
COM-13716, Sparkfun FemtoBuck LED Driver, 0, 0, None, None, None, COM-13716 Sparkfun FemtoBuck LED Driver , 
SEN-15325, Open MV Camera, 0, 0, None, None, None, SEN-15325 Open MV Camera , 
2020-1073-005-073, , 0, 0, None, None, None, 2020-1073-005-073  , 
2020-1073-005-094, , 0, 0, None, None, None, 2020-1073-005-094  , 
2020-1073-005-033, , 0, 0, None, None, None, 2020-1073-005-033  , 
2020-1073-005-069, , 0, 0, None, None, None, 2020-1073-005-069  , 
2020-1073-005-057, , 0, 0, None, None, None, 2020-1073-005-057  , 
19-676768, CTR Cancoder, 10, 0, None, None, None, 19-676768 CTR Cancoder , 
217-4973, , 0, 0, None, None, None, 217-4973  , 
2020-1073-005-072, , 0, 0, None, None, None, 2020-1073-005-072  , 
2020-1073-005-055, , 0, 0, None, None, None, 2020-1073-005-055  , 
2020-1073-005-002, , 0, 0, None, None, None, 2020-1073-005-002  , 
2020-1073-005-018, , 0, 0, None, None, None, 2020-1073-005-018  , 
2020-1073-005-015- Plate, Plate Weld Mount, 0, 0, None, None, None, 2020-1073-005-015- Plate Plate Weld Mount , 
217-2702, "20T Aluminum Spur Gear (20 DP,  1/2"" Hex Bore)", 0, None, None, None, 217-2702 "20T Aluminum Spur Gear (20 DP , 
217-2708, "40T Aluminum Spur Gear (20 DP,  1/2"" Hex Bore)", 0, None, None, None, 217-2708 "40T Aluminum Spur Gear (20 DP , 
217-2710, "44T Aluminum Spur Gear (20DP,  1/2"" Hex Bore)", 0, None, None, None, 217-2710 "44T Aluminum Spur Gear (20DP , 
217-5475, "58T Aluminum Spur Gear (20 DP,  1/2"" Hex Bore)", 0, None, None, None, 217-5475 "58T Aluminum Spur Gear (20 DP , 
217-2642, "16T Aluminum Hub Sprocket (#25 Chain,  1/2"" Hex Bore)", 0, None, None, None, 217-2642 "16T Aluminum Hub Sprocket (#25 Chain , 
217-6368, "8T Steel Spur Gear (20 DP,  10T Center Distance, 0, None, None, None, 217-6368 "8T Steel Spur Gear (20 DP , 
217-2648, "42T Sprocket plate (#35 Chain,  1/2"" Hex Bore)", 0, None, None, None, 217-2648 "42T Sprocket plate (#35 Chain , 
217-5844, "15T Sprocket hub (#35 Chain,  1/2"" Hex Bore)", 0, None, None, None, 217-5844 "15T Sprocket hub (#35 Chain , 
217-3211, "34T Gear (3/8"" Hex Bore)", 1, 0, None, None, None, 217-3211 "34T Gear (3/8"" Hex Bore)" , 
217-2706, "34T Gear (1/2"" Hex Bore)", 2, 0, None, None, None, 217-2706 "34T Gear (1/2"" Hex Bore)" , 
217-3212, "34T Gear,  Ball shifter w/ bushing", 0, None, None, None, 217-3212 "34T Gear , 
217-3417, "40T dog gear,  1/2"" bearing", 0, None, None, None, 217-3417 "40T dog gear , 
217-5866, "40T Steel Spur Gear (32 DP,  3/8"" Hex Bore)", 0, None, None, None, 217-5866 "40T Steel Spur Gear (32 DP , 
217-5859, "12T Steel Spur Gear (32 DP,  RS775 Motor)", 0, None, None, None, 217-5859 "12T Steel Spur Gear (32 DP , 
217-6958, Falcon Motor Short Shaft, 6, 0, None, None, None, 217-6958 Falcon Motor Short Shaft , 
217-5994, , 0, 0, None, None, None, 217-5994  , 
217-2733, "0.375"" ID x 0.875"" OD x 0.280"" WD (Flanged Bearing)", 2, 0, None, None, None, 217-2733 "0.375"" ID x 0.875"" OD x 0.280"" WD (Flanged Bearing)" , 
217-3239, "0.375"" ID x 0.875"" OD x 0.281"" WD (Radial Bearing)", 0, 0, None, None, None, 217-3239 "0.375"" ID x 0.875"" OD x 0.281"" WD (Radial Bearing)" , 
217-5861, "20T Steel Spur Gear (32 DP,  3/8"" Hex Bore)", 0, None, None, None, 217-5861 "20T Steel Spur Gear (32 DP , 
217-3229, "30T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm,  1/2” Hex Bore), 0, None, None, None, 217-3229 "30T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm , 
2, , 0, 0, None, None, None, 2  , 
217-3227, 24t 9mm 1/2 in hex pulley, 0, 0, None, None, None, 217-3227 24t 9mm 1/2 in hex pulley , 
217-3225, "18T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm,  1/2” Hex Bore)", 0, None, None, None, 217-3225 "18T x 9mm Wide Double Flange Aluminum Pulley (HTD 5mm , 
217-2820, 10:01, 0, 0, None, None, None, 217-2820 10:01 , 
217-2816, Versa Gearbox Ring Gear Stage, 0, 0, None, None, None, 217-2816 Versa Gearbox Ring Gear Stage , 
217-6473, Versaplanetary v2 Base Kit 1:1 Universal Female Output Shaft, 0, 0, None, None, None, 217-6473 Versaplanetary v2 Base Kit 1:1 Universal Female Output Shaft , 
217-3436, WCP Side Bearing Block Kit, 0, 0, None, None, None, 217-3436 WCP Side Bearing Block Kit , 
217-2731, "0.500"" ID x 1.125"" OD x 0.313"" WD (Flanged Bearing) FR8ZZ", 59, 0, None, None, None, 217-2731 "0.500"" ID x 1.125"" OD x 0.313"" WD (Flanged Bearing) FR8ZZ" , 
CON-0002, , 0, 0, None, None, None, CON-0002  , 
CON-0003, , 0, 0, None, None, None, CON-0003  , 
CON-0005, , 0, 0, None, None, None, CON-0005  , 
CON-0006, , 0, 0, None, None, None, CON-0006  , 
CON-0007, , 0, 0, None, None, None, CON-0007  , 
CON-0008, , 0, 0, None, None, None, CON-0008  , 
CON-0009, , 0, 0, None, None, None, CON-0009  , 
JCB-0004, , 0, 0, None, None, None, JCB-0004  , 
JCB-0002, PCM JST Board, 0, 0, None, None, None, JCB-0002 PCM JST Board , 
PQ-PG08, , 0, 0, None, None, None, PQ-PG08  , 
REV-11-2158, Spark Max, 0, 0, None, None, None, REV-11-2158 Spark Max , 
am-3155, 2 in stealth wheels, 0, 0, None, None, None, am-3155 2 in stealth wheels , 
IFB-10010, , 0, 0, None, None, None, IFB-10010  , 
17-846567, , 0, 0, None, None, None, 17-846567  , 
855PB-B12ME522, , 0, 0, None, None, None, 855PB-B12ME522  , 
am-3082_wire, , 0, 0, None, None, None, am-3082_wire  , 
14-886867, , 0, 0, None, None, None, 14-886867  , 
am-3162, , 0, 0, None, None, None, am-3162  , 
16-737785, Pigeon IMU, 2, 0, None, None, None, 16-737785 Pigeon IMU , 
217-3489, "0.250"" ID x 0.500"" OD x 0.188"" WD (Radial Bearing)", 4, 0, None, None, None, 217-3489 "0.250"" ID x 0.500"" OD x 0.188"" WD (Radial Bearing)" , 
217-4002, "Hex,  1/2"" Thunderhex stock 18 inches", 0, None, None, None, 217-4002 "Hex , 
217-5875, "24T x 9mm Wide Double Flange Aluminum Pulley (GT2 3mm,  1/2"" Hex Bore)", 0, None, None, None, 217-5875 "24T x 9mm Wide Double Flange Aluminum Pulley (GT2 3mm , 
217-5885, 70T X 9nn Wide Timing Belt GT2 3mm, 6, 0, None, None, None, 217-5885 70T X 9nn Wide Timing Belt GT2 3mm , 
217-6626, "1/32"" Gray Tinted Polycarbonate Sheet (36"" x 72"")", 0, 0, None, None, None, 217-6626 "1/32"" Gray Tinted Polycarbonate Sheet (36"" x 72"")" , 
217-6627, "1/16"" Gray Tinted Polycarbonate Sheet (36"" x 72"")", 0, 0, None, None, None, 217-6627 "1/16"" Gray Tinted Polycarbonate Sheet (36"" x 72"")" , 
1"" Thread Length", 0, 0, 0, None, None, None, 1"" Thread Length" 0 , 
3014T902, "Steel Eyebolt with Shoulder - for Lifting 1/4""-20 Thread Size,  3"" Thread Length", 0, None, None, None, 3014T902 "Steel Eyebolt with Shoulder - for Lifting 1/4""-20 Thread Size , 
3499T110_SS, "Hanging Pulley for Rope-for Horizontal Pulling Single-Groove,  Swivel Eye, 0, None, None, None, 3499T110_SS "Hanging Pulley for Rope-for Horizontal Pulling Single-Groove , 
1-1/4"" OD", 0, 0, 0, None, None, None, 1-1/4"" OD" 0 , 
57155K321, "Stainless Steel Ball Bearing,  Flanged, 0, None, None, None, 57155K321 "Stainless Steel Ball Bearing , 
5972K159, "Ball Bearing,  Shielded, 0, None, None, None, 5972K159 "Ball Bearing , 
60355K41, "Ball Bearing,  Shielded, 0, None, None, None, 60355K41 "Ball Bearing , 
60645K321, "Ball Joint Rod End,  1/4""-28 Thread, 0, None, None, None, 60645K321 "Ball Joint Rod End , 
8585K205, "1-1/4"""" OD,  1-1/8"""" ID, 0, None, None, None, 8585K205 "1-1/4"""" OD , 
90295A320, Nylon Washers, 0, 0, None, None, None, 90295A320 Nylon Washers , 
91251A077, "Black-Oxide Alloy Steel Socket Head Screw,  2-56 Thread Size, 0, None, None, None, 91251A077 "Black-Oxide Alloy Steel Socket Head Screw , 
912841A003, , 0, 0, None, None, None, 912841A003  , 
3/8"" OD,  3/4"" Long,  10-32 Thread Size", 0, None, None, None, 3/8"" OD  3/4"" Long , 
97345A251, "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter,  2"" Shoulder Length, 0, None, None, None, 97345A251 "316 Stainless Steel Shoulder Screw 3/8"" Shoulder Diameter , 
98381A556, "Dowel Pin 4037 Alloy Steel,  1/4"" Diameter, 0, None, None, None, 98381A556 "Dowel Pin 4037 Alloy Steel , 
90631A411, "Low-Strength Steel Nylon-Insert Locknut,  Zinc-Plated, 0, None, None, None, 90631A411 "Low-Strength Steel Nylon-Insert Locknut , 
am-1250, "screws for hex hub for 6"" wheel", 24, 0, None, None, None, am-1250 "screws for hex hub for 6"" wheel" , 
am-2469h, "half hub for 6"" wheel", 8, 0, None, None, None, am-2469h "half hub for 6"" wheel" , 
am-4124, hex hub insert, 4, 0, None, None, None, am-4124 hex hub insert , 
91841A003, , 0, 0, None, None, None, 91841A003  , 
WCP-0047, wheel tires, 0, 0, None, None, None, WCP-0047 wheel tires , 
FDPT.625*.75*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24"",  Gloss Finish", 0, None, None, None, FDPT.625*.75*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.625"" ID x 24"" , 
FDPT.875*1.0*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24"",  Gloss Finish", 0, None, None, None, FDPT.875*1.0*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 0.875"" ID x 24"" , 
FDPT1.125*1.25*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24"",  Gloss Finish", 0, None, None, None, FDPT1.125*1.25*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.125"" ID x 24"" , 
FDPT1.375*1.5*24, "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24"",  Gloss Finish", 0, None, None, None, FDPT1.375*1.5*24 "Carbon Fiber Roll Wrapped Twill Tube ~ 1.375"" ID x 24"" , 
B076PG87CK, Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines, 0, 0, None, None, None, B076PG87CK Piscifun Onyx Braided Fishing Line 6lb-150lb Superline Abrasion Resistant Braided Lines Super Strong High Performance PE Fishing Lines , 
COM-13185, Green LED, 0, 0, None, None, None, COM-13185 Green LED , 
855PBB12ME522, Robot Signal Light, 0, 0, None, None, None, 855PBB12ME522 Robot Signal Light , 
AM-0282, 120a Circuit Breaker, 0, 0, None, None, None, AM-0282 120a Circuit Breaker , 
AM-2005, Pneumatic Compressor, 0, 0, None, None, None, AM-2005 Pneumatic Compressor , 
91223A322, "316 Stainless Steel Ultra-Low-Profile Socket Head Screw,  8-32 Thread Size, 0, None, None, None, 91223A322 "316 Stainless Steel Ultra-Low-Profile Socket Head Screw , 
8, , 0, 0, None, None, None, 8  , 
31-LHS-8C-50, "Ultra-Low-Profile Socket Head Screw,  8-32 Thread Size, 0, None, None, None, 31-LHS-8C-50 "Ultra-Low-Profile Socket Head Screw , 
13, , 0, 0, None, None, None, 13  , 
PRU14, "NITRA pneumatic push-to-connect inline pressure regulator,  technopolymer body, 0, None, None, None, PRU14 "NITRA pneumatic push-to-connect inline pressure regulator , 
PGU14, "NITRA pneumatic push-to-connect inline pressure gauge,  technopolymer body, 0, None, None, None, PGU14 "NITRA pneumatic push-to-connect inline pressure gauge , 
14-1/2"" Long,  Black", 0, 0, None, None, None, 14-1/2"" Long  Black" , 
97431A340, "Side-Mount External Retaining Rings for 1/2"" OD,  Black-Phosphate 1060-1090 Spring Steel", 0, None, None, None, 97431A340 "Side-Mount External Retaining Rings for 1/2"" OD , 
92620A537, "Zinc Yellow-Chromate Plated Hex Head Screw,  Grade 8 Steel, 0, None, None, None, 92620A537 "Zinc Yellow-Chromate Plated Hex Head Screw , 
