part_number,part_name,qty,threshold_qty,dependencies,verified_date,alt_part_nums,search_parms
REV-21-1650,NEO,2,0,,,,REV-21-1650 NEO
217-4098,"ball shifter, long output shaft, V2",0,0,,,,"217-4098 ball shifter, long output shaft, V2"
06-20-018/018,"IGUS power chain, reverse bend radius (RBR) 1""",145,0,,,,"06-20-018/018 IGUS power chain, reverse bend radius (RBR) 1"""
10-5M,"100 tooth belt 5/8""",1,0,,,,"10-5M 100 tooth belt 5/8"""
2477K37,"35A (Soft) Yellow, Abrasion-Resistant Roller, 4"" Roller Diameter, 1-15/16"" Roller Width",2,0,,,,"2477K37 35A (Soft) Yellow, Abrasion-Resistant Roller, 4"" Roller Diameter, 1-15/16"" Roller Width"
217-3574,"gear, 60T with 1/2"" Hex Bore",1,0,,,,"217-3574 gear, 60T with 1/2"" Hex Bore"
217-2614,"gear, 12T CIM motor gear with mounting hardware",6,0,,,,"217-2614 gear, 12T CIM motor gear with mounting hardware"
217-4018,versaplanetary CIM adaptor,5,0,,,,217-4018 versaplanetary CIM adaptor
217-6011,versaplanetary 180 degree drive kit,4,0,,,,217-6011 versaplanetary 180 degree drive kit
217-3628,"shifter, dog kit wcpds",1,0,,,,"217-3628 shifter, dog kit wcpds"
800-2,"Banebots wheels, green or blue",2,0,,,,"800-2 Banebots wheels, green or blue"
800-3-C,"Compliant wheels, orange",1,0,,,,"800-3-C Compliant wheels, orange"
1073-Elegoo-01,4pk Polyimide High Temperature Masking Tape,1,0,,,,1073-Elegoo-01 4pk Polyimide High Temperature Masking Tape
1073-Andymark-01,"8830 Scotchlite reflective material, vision target tape, 8ft of 2""",1,0,,,,"1073-Andymark-01 8830 Scotchlite reflective material, vision target tape, 8ft of 2"""
R1185-4,Inch thread repair inserts 1/4-20,8,0,,,,R1185-4 Inch thread repair inserts 1/4-20
REV-11-1144,Servo Power Module,2,0,,,,REV-11-1144 Servo Power Module
7361A12,electrical insulating mounting kapton tape,1,0,,,,7361A12 electrical insulating mounting kapton tape
400-1 7/8,"Banebots wheel, blue",1,0,,,,"400-1 7/8 Banebots wheel, blue"
800-1 7/8,"Banebots wheel, green",1,0,,,,"800-1 7/8 Banebots wheel, green"
90,"90C compressor, viair",1,0,,,,"00090 90C compressor, viair"
AM-3973_C64,"64:1 grabox, heavy duty, hex shaft",1,0,,,,"AM-3973_C64 64:1 grabox, heavy duty, hex shaft"
